solarSystemID,security
30001989,-0.2073588947
30001990,-0.1746633355
30001991,-0.1339970578
30001992,-0.1108598335
30001993,-0.1154863397
30001994,-0.0752164884
30001995,-0.0763311119
30001996,-0.0986371207
30001997,-0.1041644938
30001998,-0.1791593531
30001999,-0.1498379756
30002000,-0.1816221389
30002001,-0.1445582341
30002002,-0.2125245373
30002003,-0.2753584379
30002004,-0.2268132493
30002005,-0.2294540369
30002006,-0.2172073173
30002007,-0.2113453192
30002008,-0.2094786287
30002009,-0.2574846660
30002010,-0.1813897324
30002011,-0.1732643291
30002012,-0.1614605735
30002013,-0.1534265396
30002014,-0.1726162495
30002015,-0.1943270844
30002016,-0.0626399496
30002017,-0.0522884467
30002018,-0.0556209192
30002019,-0.0590620466
30002020,-0.0816712051
30002021,-0.0225512570
30002022,-0.0304713813
30002023,-0.1325309750
30002024,-0.0978734936
30002025,-0.0774097060
30002026,-0.0550095814
30002027,-0.0872958652
30002028,-0.0861278128
30002029,-0.0672331045
30002030,-0.0990307024
30002031,-0.0652004839
30002032,-0.1163325022
30002033,-0.1270913871
30002034,-0.1238919882
30002035,-0.0291277185
30002036,-0.0299489154
30002037,-0.0253570341
30002038,-0.0292752615
30002039,-0.0285058038
30002040,-0.0353669928
30002041,-0.0215288833
30002042,-0.1716833126
30002043,-0.2015278565
30002044,-0.1417664685
30002045,-0.1421614082
30002046,-0.1221818969
30002047,-0.2065980035
30002048,0.5648692286
30002049,0.5044302467
30002050,0.3620236673
30002051,0.4645283561
30002052,0.3893386990
30002053,0.8000000000
30002054,0.5115187235
30002055,0.4744107013
30002056,0.4378762733
30002057,0.3960712206
30002058,0.3660109245
30002059,0.4075419535
30002060,0.2473920841
30002061,0.2739641189
30002062,0.1158549990
30002063,0.1518975925
30002064,0.1181686469
30002065,0.2378483848
30002066,0.1920996061
30002067,0.1548257786
30002068,0.5209124993
30002069,0.6295208484
30002070,0.5032398230
30002071,0.5623797650
30002072,0.5103382563
30002073,0.4768667581
30002074,0.4612063072
30002075,0.5092121224
30002076,0.2921492434
30002077,0.2117851606
30002078,0.1273099417
30002079,-1.0000000000
30002080,0.0927691123
30002081,0.1363798720
30002082,0.4029520687
30002083,0.3926813355
30002084,0.3552439763
30002085,0.3615975237
30002086,0.3874342199
30002087,0.3551945591
30002088,0.3532851440
30002089,0.3859046221
30002090,0.3060941987
30002091,0.3218129987
30002092,0.3113421029
30002093,0.2633317541
30002094,0.2529114483
30002095,0.2127962934
30002096,0.2658251901
30002097,0.2985580070
30002098,0.2286736585
30002099,0.2528716715
30002100,0.1542556741
30002101,0.1501200167
30002102,0.1245628802
30002103,-0.5764338419
30002104,-0.3419104256
30002105,-0.5810304410
30002106,-0.0741661862
30002107,-0.3987498016
30002108,-0.2334492711
30002109,-0.1712178593
30002110,-0.3654290389
30002111,-0.1817801963
30002112,-0.2931156869
30002113,-0.1531849058
30002114,-0.2182392959
30002115,-0.2784984804
30002116,-0.2574729691
30002117,-0.1856209745
30002118,-0.2367840865
30002119,-0.2272507845
30002120,-0.2041392728
30002121,-0.0953465556
30002122,-0.3209789868
30002123,-0.3292070461
30002124,-0.5161587590
30002125,-0.1828080952
30002126,-0.6040619943
30002127,-0.2192111971
30002128,-0.6956156254
30002129,-0.5938006041
30002130,-0.5704085958
30002131,-0.6199086185
30002132,-0.4164750828
30002133,-0.3868889668
30002134,-0.5880219619
30002135,-0.6392938232
30002136,-0.4525584428
30002137,-0.2838201126
30002138,-0.2738679879
30002139,-0.2983358824
30002140,-0.2711360459
30002141,-0.2729688689
30002142,-0.2589146312
30002143,-0.2544728918
30002144,-0.2509683895
30002145,-0.2417094349
30002146,-0.2137121830
30002147,-0.2352964064
30002148,-0.3746655618
30002149,-0.1330845196
30002150,-0.2361844774
30002151,-0.0830315158
30002152,-0.0602155901
30002153,-0.6473343069
30002154,-0.5864907502
30002155,-0.5436621961
30002156,-0.3978244122
30002157,-0.7081210436
30002158,-0.3023053480
30002159,-0.3494883070
30002160,-0.3014476315
30002161,-0.2740895313
30002162,-0.4133743544
30002163,-0.3044363402
30002164,-0.5555774708
30002165,-0.3719989782
30002166,-0.3452208276
30002167,-0.4773045993
30002168,-0.7160185990
30002169,-0.6867532095
30002170,-0.6275157789
30002171,-0.6530265482
30002172,-0.5978428135
30002173,-0.5825048454
30002174,-0.4805166630
30002175,-0.7616833539
30002176,-0.7871640706
30002177,-0.3751497513
30002178,-0.5791839004
30002179,-0.5687394321
30002180,-0.6019108052
30002181,-0.4731058525
30002182,-0.5964126174
30002183,-0.6099379918
30002184,-0.6862135454
30002185,-0.4937478523
30002186,-0.7225184457
30002187,1.0000000000
30002188,0.8937723408
30002189,0.9638534148
30002190,0.9403681570
30002191,0.8130267430
30002192,0.7347463022
30002193,0.9164770563
30002194,0.6746395780
30002195,0.8560668958
30002196,0.8960377525
30002197,0.7987839346
30002198,0.7383552818
30002199,0.6445600700
30002200,0.6022177127
30002201,0.4794720226
30002202,0.4684220031
30002203,0.6295617700
30002204,0.7393601137
30002205,0.7821631571
30002206,0.6647019280
30002207,0.6843236641
30002208,0.7501373570
30002209,0.6566179887
30002210,0.5312561841
30002211,0.5184443967
30002212,0.5063172670
30002213,0.4739923119
30002214,0.4931342185
30002215,0.4548419296
30002216,0.4268761897
30002217,0.5447610453
30002218,0.5535223844
30002219,0.3954442880
30002220,0.7708182266
30002221,0.7209380712
30002222,0.7271847957
30002223,0.7270146376
30002224,0.7547111336
30002225,-1.0000000000
30002226,0.8737715496
30002227,0.8694861236
30002228,0.7647288822
30002229,0.7938752892
30002230,0.7445027475
30002231,0.7400229191
30002232,0.7375689860
30002233,0.7104175138
30002234,0.6547265004
30002235,0.6773697799
30002236,0.2979225383
30002237,0.3595898485
30002238,0.3829606555
30002239,0.2998897351
30002240,0.3210996816
30002241,0.3249244142
30002242,0.7038494444
30002243,0.5587485373
30002244,0.6460614977
30002245,0.5812557417
30002246,0.4499435863
30002247,0.5449055861
30002248,0.6933257225
30002249,0.3636676332
30002250,0.5052467656
30002251,0.6030887432
30002252,0.4591591858
30002253,0.5809035810
30002254,0.4814457852
30002255,0.3767716314
30002256,0.3181707587
30002257,0.8205437407
30002258,0.7488676648
30002259,0.7068056945
30002260,0.5516316956
30002261,0.6261416144
30002262,0.5813248943
30002263,0.5711620660
30002264,0.6012821761
30002265,0.6230301929
30002266,0.6017409736
30002267,0.6730595003
30002268,0.6665683206
30002269,0.5230451031
30002270,0.4111128861
30002271,0.4665438748
30002272,0.2734976687
30002273,0.3556813666
30002274,0.3911291482
30002275,0.4966115848
30002276,0.6832403563
30002277,0.7167982293
30002278,0.7523862793
30002279,0.8098998907
30002280,0.8818138331
30002281,0.9117854020
30002282,0.9636458046
30002283,-0.2069700190
30002284,-0.2882243710
30002285,-0.0722683660
30002286,-0.0537332940
30002287,-0.0213810850
30002288,-0.4384900580
30002289,-0.1296413290
30002290,-0.1867798800
30002291,-0.3193192100
30002292,-0.4942157830
30002293,-0.3301482000
30002294,-0.0734574830
30002295,-0.1261029160
30002296,-0.4738812770
30002297,-0.3076236760
30002298,-0.2473885070
30002299,-0.3762058690
30002300,-0.5072044920
30002301,-0.1554152480
30002302,-0.1453966330
30002303,-0.0983422780
30002304,-0.1483487170
30002305,-0.0168038490
30002306,-0.0185736280
30002307,-0.0497133320
30002308,-0.3157810760
30002309,-0.0335501940
30002310,-0.0302530410
30002311,-0.4522145680
30002312,-0.3045674890
30002313,-0.1286921380
30002314,-0.0622284330
30002315,-0.1508018110
30002316,-0.1232348540
30002317,-0.4798867890
30002318,-0.4406106710
30002319,-0.4233350520
30002320,-0.7066242670
30002321,-0.3888766760
30002322,-0.4589688790
30002323,-0.1459565050
30002324,-0.0875386680
30002325,-0.0313232190
30002326,-0.1169877400
30002327,-0.0418285730
30002328,-0.1398834950
30002329,-0.0394166070
30002330,-0.0571120410
30002331,-0.3866714140
30002332,-0.2909111210
30002333,-0.4347281190
30002334,-0.6065357350
30002335,-0.5954179360
30002336,-0.6938274590
30002337,-0.0668007300
30002338,-0.1318202330
30002339,-0.0503766180
30002340,-0.2221009220
30002341,-0.2425985350
30002342,-0.4632053990
30002343,-0.2521136170
30002344,-0.6546073390
30002345,-0.6635674930
30002346,-0.6698202750
30002347,-0.6607640660
30002348,-0.6922006290
30002349,-0.6845394260
30002350,-0.0682533580
30002351,-0.0269988700
30002352,-0.0836880300
30002353,-0.0544849770
30002354,-0.0538987840
30002355,-0.0765017570
30002356,-0.1969737540
30002357,-0.1731514980
30002358,-0.1298674580
30002359,-0.0955854780
30002360,-0.0444814390
30002361,-0.2431329220
30002362,-0.0275074880
30002363,-0.0459664370
30002364,-0.5201072680
30002365,-0.7118760580
30002366,-0.7615163590
30002367,-0.8721465310
30002368,-0.7683212210
30002369,-0.9069631070
30002370,-0.1089954430
30002371,-0.0003934020
30002372,-0.0130269420
30002373,-0.0453860980
30002374,-0.0763801040
30002375,-0.0360538950
30002376,-0.1003326540
30002377,-0.2490269090
30002378,-0.1915349560
30002379,-0.1535035780
30002380,-0.1434949260
30002381,-0.5245716000
30002382,-0.7546258510
30002383,0.5696677272
30002384,0.4978604966
30002385,0.5863137228
30002386,0.5597711471
30002387,0.4004670935
30002388,0.3707810098
30002389,0.3733674800
30002390,0.3307623618
30002391,0.2988826196
30002392,0.3078231529
30002393,0.2504577488
30002394,0.2071899938
30002395,0.2647115299
30002396,0.2823402774
30002397,0.6190417521
30002398,0.5636332397
30002399,0.8047253695
30002400,0.6401470435
30002401,0.2845982026
30002402,0.2948804397
30002403,0.2838236258
30002404,0.2410782259
30002405,0.3020733088
30002406,0.3031564963
30002407,0.3498685795
30002408,0.5041989821
30002409,0.2475799000
30002410,0.2044927363
30002411,-1.0000000000
30002412,0.0583488141
30002413,0.3041351272
30002414,0.3021467524
30002415,0.3020362117
30002416,0.7158626870
30002417,0.4199067141
30002418,0.3225618189
30002419,0.2144909688
30002420,0.0345551972
30002421,-0.2034175156
30002422,-0.2929917223
30002423,-0.2311616152
30002424,-0.3123050886
30002425,-0.4084748209
30002426,-0.2072050590
30002427,-0.3547654814
30002428,-0.2665365572
30002429,-0.1668023878
30002430,-0.0497474860
30002431,-0.3853369418
30002432,-0.0716111530
30002433,-0.0692137969
30002434,-0.0484252811
30002435,-0.0766309004
30002436,-0.0856602349
30002437,-0.0894503789
30002438,-0.4922314018
30002439,-0.5304022765
30002440,-0.5754449671
30002441,-0.4925688629
30002442,-0.6049913330
30002443,-0.5340886985
30002444,-0.3554971679
30002445,-0.3519467635
30002446,-0.4012994236
30002447,-0.4463797798
30002448,-0.3925665103
30002449,-0.3354413806
30002450,-0.3250515629
30002451,-0.2078996492
30002452,-0.2041480855
30002453,-0.2547864386
30002454,-0.3027248091
30002455,-0.2874845432
30002456,-0.2269509668
30002457,-0.4059163066
30002458,-0.4504539721
30002459,-0.3956681062
30002460,-0.6401716125
30002461,-0.3699936029
30002462,-0.4165628228
30002463,-0.4790625514
30002464,-0.5871875736
30002465,-0.3653952413
30002466,-0.5163730104
30002467,-0.3922965165
30002468,-0.3539856288
30002469,-0.4214368275
30002470,-0.7265550709
30002471,-0.7837185218
30002472,-1.0000000000
30002473,-0.0619933694
30002474,-0.0474549973
30002475,-0.0707319573
30002476,-0.0267586328
30002477,-0.0158123580
30002478,-0.0312653266
30002479,-0.0330191983
30002480,-0.0164407390
30002481,-0.3050861868
30002482,-0.3663151763
30002483,-0.2132508205
30002484,-0.1712925125
30002485,-0.0453794316
30002486,-0.0689559219
30002487,-0.0318128319
30002488,-0.0255318781
30002489,-0.0184705740
30002490,-0.2440464342
30002491,-0.0847706284
30002492,-0.2099593172
30002493,-0.1159603107
30002494,-0.1643654442
30002495,-0.1282184101
30002496,-0.0906657603
30002497,-0.0901849535
30002498,-0.1246978958
30002499,-0.4250000920
30002500,-0.5233375392
30002501,-0.4325477150
30002502,-0.5844419043
30002503,-0.7311913094
30002504,-0.9585401402
30002505,1.0000000000
30002506,0.5315682895
30002507,0.7324477246
30002508,0.8796585037
30002509,0.8161785482
30002510,0.8945818659
30002511,0.9874232053
30002512,0.5588356980
30002513,0.4787558024
30002514,0.3245818047
30002515,0.4386842563
30002516,0.3439738311
30002517,0.3767940377
30002518,0.9892302430
30002519,0.8822452594
30002520,0.7066156347
30002521,0.8080591711
30002522,0.5671822530
30002523,0.7557105181
30002524,0.9562109187
30002525,0.8820667160
30002526,0.8389709131
30002527,0.8463597846
30002528,0.8176566852
30002529,0.7981429700
30002530,0.7531836568
30002531,0.7322521435
30002532,0.5830689955
30002533,0.8225658037
30002534,0.6180885586
30002535,0.7743818732
30002536,0.4446315496
30002537,0.4387612481
30002538,0.3790959384
30002539,0.3383511027
30002540,0.3394859739
30002541,0.4113595890
30002542,0.3854838206
30002543,0.9492318218
30002544,1.0000000000
30002545,0.9462634160
30002546,0.8088554804
30002547,1.0000000000
30002548,0.5302433793
30002549,0.6498344033
30002550,0.5936446035
30002551,0.3215589228
30002552,0.5870635666
30002553,0.3663701066
30002554,0.4044361461
30002555,0.4445251160
30002556,0.3765845900
30002557,0.4830198835
30002558,0.6146114957
30002559,0.2767956635
30002560,0.3092756572
30002561,0.4179127360
30002562,0.7126651189
30002563,0.6555052799
30002564,0.8786523857
30002565,0.8213292954
30002566,0.7569423837
30002567,0.7269804281
30002568,0.9535137576
30002569,0.9148675405
30002570,0.9383020253
30002571,0.8971066704
30002572,0.8769288509
30002573,0.9713626112
30002574,0.3174235582
30002575,0.2759699790
30002576,0.3588038997
30002577,0.4286851197
30002578,0.4751092314
30002579,0.4156733445
30002580,0.1712913982
30002581,-0.4045042698
30002582,-0.4714811804
30002583,-0.4494580187
30002584,-0.3775422989
30002585,-0.2584844281
30002586,-0.2106687216
30002587,-0.1560387236
30002588,-0.1637618647
30002589,-0.2058178699
30002590,-0.0992344299
30002591,-0.0636063106
30002592,-0.3041907931
30002593,-0.2133778615
30002594,-0.4436635527
30002595,-0.2567314812
30002596,-0.1384120555
30002597,-0.2484879895
30002598,-0.3850086295
30002599,-0.2544582675
30002600,-0.2490042461
30002601,-0.2741486543
30002602,-0.2742445803
30002603,-0.3674733997
30002604,-0.2878796479
30002605,-0.1308276362
30002606,-0.1599092140
30002607,-0.1675743991
30002608,-0.1221764108
30002609,-0.1510746483
30002610,-0.2520182617
30002611,-0.0480780563
30002612,-0.3987141935
30002613,-0.4568427172
30002614,-0.5797776964
30002615,-0.4572504838
30002616,-0.7117596202
30002617,-0.8000833137
30002618,-0.6608910695
30002619,-0.3422659296
30002620,-0.3815969024
30002621,-0.4642934091
30002622,-0.4035375505
30002623,-0.5144294876
30002624,-0.4743229333
30002625,-0.3925945074
30002626,-0.0665238615
30002627,-0.0591627031
30002628,-0.0851679472
30002629,-0.1110155847
30002630,-0.1058797794
30002631,-0.1309223353
30002632,0.8177613595
30002633,0.6478139505
30002634,0.4608890986
30002635,0.3837788613
30002636,0.8480630017
30002637,0.6882390795
30002638,0.3953240351
30002639,0.8725015367
30002640,0.7981555918
30002641,0.5231203784
30002642,0.7795753999
30002643,0.5365041944
30002644,0.5005549070
30002645,0.4405891678
30002646,0.5015194705
30002647,0.4387547559
30002648,0.5517798187
30002649,0.5232297989
30002650,0.4567548925
30002651,0.4257427311
30002652,-1.0000000000
30002653,0.4351026448
30002654,0.4480995304
30002655,0.7962889720
30002656,0.8924607774
30002657,0.8414100129
30002658,0.8502835156
30002659,0.8684067016
30002660,0.8241636884
30002661,0.8754400954
30002662,0.5419477414
30002663,0.6303766267
30002664,0.7759656751
30002665,0.5469159432
30002666,0.3786781802
30002667,0.6937133455
30002668,0.8714566259
30002669,0.7439377615
30002670,0.6541501748
30002671,0.7873079523
30002672,0.7157557791
30002673,0.7663115516
30002674,0.7507934794
30002675,0.5829538103
30002676,0.9000000000
30002677,0.5616500075
30002678,0.5081347348
30002679,0.5077742684
30002680,0.5398107911
30002681,0.5404728013
30002682,0.5123888281
30002683,0.4764906054
30002684,0.4659398335
30002685,0.7066095388
30002686,0.4347611647
30002687,0.4972669791
30002688,0.8528647208
30002689,0.6174616536
30002690,0.4987727999
30002691,0.3984496310
30002692,0.6071689588
30002693,0.4492676854
30002694,0.4830160018
30002695,0.5811452544
30002696,0.4531728391
30002697,0.3723187368
30002698,0.3712827225
30002699,0.6724661866
30002700,0.5391675134
30002701,0.6266954431
30002702,-1.0000000000
30002703,0.5808395487
30002704,0.4789321861
30002705,0.5737670695
30002706,0.7619204116
30002707,0.8905152453
30002708,0.9376874435
30002709,0.8344098489
30002710,0.7649834529
30002711,0.9063288333
30002712,0.8478275473
30002713,0.7079211997
30002714,0.7425944545
30002715,1.0000000000
30002716,0.5494501783
30002717,0.9029788368
30002718,0.3646606895
30002719,0.3051924399
30002720,0.2269928236
30002721,0.1252039702
30002722,0.3411732458
30002723,0.3336029007
30002724,0.6425553625
30002725,0.3423494247
30002726,0.3664026679
30002727,0.1628292086
30002728,0.2705772254
30002729,0.1783560696
30002730,0.1056885533
30002731,0.9035504668
30002732,0.7796912639
30002733,0.8267369867
30002734,0.8092487953
30002735,0.8231234347
30002736,0.8452935082
30002737,-1.0000000000
30002738,0.5708567339
30002739,0.7208140236
30002740,0.5380359349
30002741,0.4384250659
30002742,0.4487059398
30002743,0.7300936035
30002744,0.8196477984
30002745,0.8712233967
30002746,0.8166387669
30002747,0.8397002550
30002748,0.5713400139
30002749,0.7407051069
30002750,0.7185566670
30002751,0.6860520099
30002752,0.8035481992
30002753,0.7714352004
30002754,0.7112933852
30002755,0.5437586967
30002756,0.3746381988
30002757,0.3707768264
30002758,0.2714402449
30002759,0.3835015677
30002760,0.3347173714
30002761,0.9158523140
30002762,0.9512300146
30002763,0.9190298192
30002764,0.9410608657
30002765,0.5505319070
30002766,0.7371076853
30002767,0.4160241415
30002768,0.5054403218
30002769,0.4487847602
30002770,-1.0000000000
30002771,0.4753689379
30002772,0.6293596011
30002773,0.5574451863
30002774,0.5727129041
30002775,0.7785352333
30002776,0.8074703590
30002777,0.8345176388
30002778,0.8308547958
30002779,0.7944237869
30002780,0.7080867245
30002781,0.6589382757
30002782,0.7411492715
30002783,0.6682383689
30002784,0.8133148965
30002785,0.8299976986
30002786,0.6022130886
30002787,0.5346838454
30002788,0.8369775721
30002789,0.7791685585
30002790,0.6855884918
30002791,0.8832270224
30002792,0.5202672531
30002793,0.4624967011
30002794,0.5012201845
30002795,0.4531283779
30002796,0.3971828496
30002797,-1.0000000000
30002798,0.6118220667
30002799,0.5335753726
30002800,0.6092655012
30002801,0.7291611392
30002802,0.8472999538
30002803,0.6213217815
30002804,0.6700421255
30002805,0.7127556255
30002806,0.3358288959
30002807,0.3047258977
30002808,0.3980902825
30002809,0.3111356900
30002810,0.3240325657
30002811,0.2964249822
30002812,0.3036259363
30002813,0.2825556883
30002814,0.5741027392
30002815,0.8039990995
30002816,0.8934569984
30002817,0.4897885840
30002818,0.8476644632
30002819,0.8727943059
30002820,-0.1759286520
30002821,-0.1197434210
30002822,-0.1695833240
30002823,-0.1835640090
30002824,-0.1432777790
30002825,-0.0790619250
30002826,-0.2154791730
30002827,-0.5135671550
30002828,-0.5245775390
30002829,-0.6628443300
30002830,-0.6662456580
30002831,-0.4024024610
30002832,-0.5118441520
30002833,-0.2709552690
30002834,-0.1974459640
30002835,-0.1571516530
30002836,-0.5902941490
30002837,-0.1845146280
30002838,-0.1255411970
30002839,-0.1169363390
30002840,-0.1018734080
30002841,-0.1489929770
30002842,-0.0463008970
30002843,-0.0543364490
30002844,-0.1373530600
30002845,-0.0127148490
30002846,-0.3012131180
30002847,-0.1785059000
30002848,-0.1363194480
30002849,-0.1991861470
30002850,-0.4581011790
30002851,-0.4640691710
30002852,-0.2999049710
30002853,-0.3092416860
30002854,-0.4638421490
30002855,-0.4943496780
30002856,-0.7579765060
30002857,-0.3868326820
30002858,-0.4260932130
30002859,-0.1391266240
30002860,-0.2837118130
30002861,-0.2052044140
30002862,-0.4196308210
30002863,-0.8480550850
30002864,-0.8554776860
30002865,-0.8997783060
30002866,-1.0000000000
30002867,-0.7581055810
30002868,-0.3968196510
30002869,-0.4990425230
30002870,-0.5397600910
30002871,-0.6018677620
30002872,-0.8213220300
30002873,-0.6469429810
30002874,-0.1257154200
30002875,-0.0612784520
30002876,-0.0693887320
30002877,-0.1768155060
30002878,-0.1336474740
30002879,-0.0281397840
30002880,-0.4064375300
30002881,-0.3158783060
30002882,-0.6847835870
30002883,-0.4122400530
30002884,-0.9462306460
30002885,-0.9553977940
30002886,-0.9856657600
30002887,-0.7823401280
30002888,-1.0000000000
30002889,-0.1012806319
30002890,-0.0877350308
30002891,-0.1031399305
30002892,-0.1698150111
30002893,-0.1368961912
30002894,-0.0574612350
30002895,-0.2221263010
30002896,-0.4288922526
30002897,-0.4492638308
30002898,-0.5845035798
30002899,-0.5663456203
30002900,-0.6850054261
30002901,-0.8090034641
30002902,-0.8200978447
30002903,-0.8280587555
30002904,-0.8492440964
30002905,-0.8775482107
30002906,-0.9398312500
30002907,-0.6931236034
30002908,-0.8459502246
30002909,-0.8114145531
30002910,-0.6868078149
30002911,-0.8150480434
30002912,-0.8527839476
30002913,-0.7699396698
30002914,-0.7508262024
30002915,-0.6777685545
30002916,-0.4233775093
30002917,-0.3524511715
30002918,-0.4774806104
30002919,-0.2791384001
30002920,-0.3608021678
30002921,-0.7726493224
30002922,-0.7328062122
30002923,-0.8172330097
30002924,-0.7654162842
30002925,-0.7525217595
30002926,-0.8384732737
30002927,-0.7792952918
30002928,-0.7251044881
30002929,-0.6400464527
30002930,-0.6667975231
30002931,-0.6138195290
30002932,-0.5606235121
30002933,-0.5586336815
30002934,-0.5797578896
30002935,-0.5148162918
30002936,-0.5621141082
30002937,-0.4953981392
30002938,-0.5882097195
30002939,-0.5268157701
30002940,-0.6386478757
30002941,-0.5021543129
30002942,-0.7304211586
30002943,-0.7729702878
30002944,-0.5174700429
30002945,-0.5996565496
30002946,-0.4802004108
30002947,-0.5375499183
30002948,-0.4900129962
30002949,-0.5080810612
30002950,-0.5298048455
30002951,-0.7273555883
30002952,-0.8188470428
30002953,-0.9455432537
30002954,-0.9771814116
30002955,-1.0000000000
30002956,-0.7853243867
30002957,0.2798709362
30002958,0.3096569808
30002959,0.2573027248
30002960,0.2204297801
30002961,0.2223806646
30002962,0.1845107388
30002963,0.6066692905
30002964,0.6126919594
30002965,0.6498122005
30002966,0.6371628946
30002967,0.5892868426
30002968,0.4787153993
30002969,0.7016515124
30002970,0.5739069550
30002971,0.5936436207
30002972,0.5965759839
30002973,0.7591685477
30002974,0.6594727951
30002975,0.3669797694
30002976,0.3837827138
30002977,0.3862650720
30002978,0.3555376736
30002979,0.3271879623
30002980,0.3356513056
30002981,0.4488463971
30002982,0.3935001849
30002983,0.3366267607
30002984,0.2190991964
30002985,0.2482966227
30002986,0.5382202179
30002987,0.1623698194
30002988,0.5820389969
30002989,0.7179313751
30002990,0.5624689770
30002991,0.8296938312
30002992,0.8085227567
30002993,0.6476009329
30002994,0.8490347653
30002995,0.5818266599
30002996,0.6006793931
30002997,0.5671268402
30002998,0.6951284529
30002999,0.4950195214
30003000,0.3525450644
30003001,0.5605604109
30003002,0.6263665043
30003003,0.6372471827
30003004,0.6807070842
30003005,0.5569112863
30003006,0.8118524347
30003007,0.5253927895
30003008,0.4961653622
30003009,0.6229306527
30003010,0.7283624901
30003011,0.7180394844
30003012,0.5900502183
30003013,0.5992497128
30003014,0.9000000000
30003015,0.6911667830
30003016,0.5241831876
30003017,0.8337578334
30003018,0.6570695028
30003019,0.7028863843
30003020,0.5303085938
30003021,0.6565800793
30003022,0.3710814414
30003023,0.3544372001
30003024,0.6034455992
30003025,0.8355558527
30003026,0.9516095483
30003027,0.5843099766
30003028,0.5067094851
30003029,0.6127038720
30003030,0.7136319328
30003031,0.9749090362
30003032,0.9791473475
30003033,0.9356340666
30003034,0.9511227393
30003035,0.8584259102
30003036,0.7904602605
30003037,0.7338821240
30003038,0.6290530090
30003039,0.6471927653
30003040,0.5158581957
30003041,0.8512248960
30003042,0.3423653063
30003043,0.5783271721
30003044,0.3945267479
30003045,0.6467583336
30003046,-1.0000000000
30003047,0.5760883283
30003048,0.6248775511
30003049,0.7931729339
30003050,0.5503032755
30003051,0.6894271902
30003052,0.7080520673
30003053,0.7101435824
30003054,0.6416866619
30003055,0.6805528669
30003056,0.5811638676
30003057,0.2682584517
30003058,0.7416001213
30003059,0.3530483964
30003060,0.2850227752
30003061,0.2320840341
30003062,0.1604663930
30003063,0.3552711738
30003064,0.4537486857
30003065,0.7848193935
30003066,0.5678633638
30003067,0.3702485877
30003068,0.3634801595
30003069,0.4408656785
30003070,0.4205274312
30003071,0.4145999012
30003072,0.4138185457
30003073,0.4839560677
30003074,0.5426346739
30003075,0.4817073423
30003076,0.4655892811
30003077,0.4023392693
30003078,0.5920044692
30003079,0.4124921495
30003080,0.8206006543
30003081,0.7241339263
30003082,0.5728197321
30003083,0.8095908221
30003084,0.4744237886
30003085,0.7266675446
30003086,0.2798665378
30003087,0.2799619924
30003088,0.2588910562
30003089,0.1143735849
30003090,0.1047332879
30003091,0.2470819479
30003092,0.5567216532
30003093,0.4465684005
30003094,0.4883548146
30003095,0.6055033110
30003096,0.6191213802
30003097,0.6607545490
30003098,-0.0657538513
30003099,-0.1099145031
30003100,-0.1831210665
30003101,-0.1145951277
30003102,-0.3265878127
30003103,-0.1274667413
30003104,-0.5131643487
30003105,-0.2781417070
30003106,-0.3649692978
30003107,-0.1724286860
30003108,-0.2730661219
30003109,-0.3055735025
30003110,-0.2797555174
30003111,-0.2760600578
30003112,-0.2452692279
30003113,-0.5337934890
30003114,-0.6197909819
30003115,-0.8092378826
30003116,-0.5501663969
30003117,-0.4775104465
30003118,-0.3654348993
30003119,-0.3394733789
30003120,-0.7285517822
30003121,-0.8396576125
30003122,-0.7168436430
30003123,-0.6155220653
30003124,-0.6407475886
30003125,-0.2073425924
30003126,-0.1640018093
30003127,-0.1545209063
30003128,-0.1322605612
30003129,-0.3080276535
30003130,-0.2457476496
30003131,-0.4186644922
30003132,-0.1418669984
30003133,-0.3166940191
30003134,-0.3451387162
30003135,-0.5696002348
30003136,-0.6787485090
30003137,-0.1864927518
30003138,-0.8634136318
30003139,-0.3929236095
30003140,-0.0231802520
30003141,-0.0429672237
30003142,-0.0424872930
30003143,-0.0646936817
30003144,-0.0574020698
30003145,-0.0129598611
30003146,-0.0086206769
30003147,-0.0958531350
30003148,-0.1098941784
30003149,-0.1629020859
30003150,-0.1100654715
30003151,-0.2549326676
30003152,-0.0556767078
30003153,-0.2112074675
30003154,-0.0370401745
30003155,-0.0292382509
30003156,-0.0396818721
30003157,-0.0837483897
30003158,-0.0421833687
30003159,-0.0458217142
30003160,-0.0339228679
30003161,-0.0635646063
30003162,-0.1183408031
30003163,-0.2882119105
30003164,-0.4913515212
30003165,-0.5763209055
30003166,-0.7818303302
30003167,-0.2973473086
30003168,-0.3494384749
30003169,-1.0000000000
30003170,-0.1091565276
30003171,-0.2472269710
30003172,-0.4782397490
30003173,-0.2451811149
30003174,-0.5557845705
30003175,-0.6315818184
30003176,-0.9098935637
30003177,-0.2238032162
30003178,-0.2178665793
30003179,-0.4893295198
30003180,-0.3858993743
30003181,-0.3579818223
30003182,-0.6054659600
30003183,-0.1207718280
30003184,-0.1477816220
30003185,-0.1024369150
30003186,-0.1202740670
30003187,-0.1775471530
30003188,-0.0842729630
30003189,-0.1987163410
30003190,-0.0964741600
30003191,-0.0406006150
30003192,-0.0899355120
30003193,-0.1496496200
30003194,-0.1622081650
30003195,-0.2166969690
30003196,-0.3370483810
30003197,-0.2188452830
30003198,-0.2104390730
30003199,-0.2152141320
30003200,-0.3436862790
30003201,-0.1995277030
30003202,-0.2886919550
